resources,replicate,timeStepBacteria,bacteriaPhen,timeStepPhage,phagePhen,infection,timeShift
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,1,0,-3
high,1,4,23,1,4,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,6,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,1,7,0,-3
high,1,4,23,1,5,0,-3
high,1,4,23,2,8,0,-2
high,1,4,23,2,4,0,-2
high,1,4,23,2,9,0,-2
high,1,4,23,2,8,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,11,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,10,0,-2
high,1,4,23,2,12,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,14,0,-2
high,1,4,23,2,13,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,15,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,3,0,-2
high,1,4,23,2,16,0,-2
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,3,0,-1
high,1,4,23,3,17,0,-1
high,1,4,23,3,18,0,-1
high,1,4,23,3,19,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,21,0,-1
high,1,4,23,3,22,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,3,20,0,-1
high,1,4,23,4,23,0,0
high,1,4,23,4,24,0,0
high,1,4,23,4,25,0,0
high,1,4,23,4,26,0,0
high,1,4,23,4,27,0,0
high,1,4,23,4,28,0,0
high,1,4,23,4,29,0,0
high,1,4,23,4,30,0,0
high,1,4,23,4,31,0,0
high,1,4,23,4,32,0,0
high,1,4,23,4,33,0,0
high,1,4,23,4,34,0,0
high,1,4,23,4,35,0,0
high,1,4,23,4,36,0,0
high,1,4,23,4,37,0,0
high,1,4,23,4,38,0,0
high,1,4,23,4,39,0,0
high,1,4,23,4,40,0,0
high,1,4,23,4,41,0,0
high,1,4,23,4,42,0,0
high,1,4,23,5,43,0,1
high,1,4,23,5,44,0,1
high,1,4,23,5,45,0,1
high,1,4,23,5,46,0,1
high,1,4,23,5,47,0,1
high,1,4,23,5,48,0,1
high,1,4,23,5,49,0,1
high,1,4,23,5,50,0,1
high,1,4,23,5,51,0,1
high,1,4,23,5,52,0,1
high,1,4,23,5,53,0,1
high,1,4,23,5,54,0,1
high,1,4,23,5,55,0,1
high,1,4,23,5,56,0,1
high,1,4,23,5,57,0,1
high,1,4,23,5,58,0,1
high,1,4,23,5,59,0,1
high,1,4,23,5,60,0,1
high,1,4,23,5,61,0,1
high,1,4,23,5,62,0,1
high,1,4,23,6,63,0,2
high,1,4,23,6,64,0,2
high,1,4,23,6,65,0,2
high,1,4,23,6,66,0,2
high,1,4,23,6,67,0,2
high,1,4,23,6,68,0,2
high,1,4,23,6,69,0,2
high,1,4,23,6,70,0,2
high,1,4,23,6,71,0,2
high,1,4,23,6,72,0,2
high,1,4,23,6,73,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,75,0,2
high,1,4,23,6,76,0,2
high,1,4,23,6,77,0,2
high,1,4,23,6,78,0,2
high,1,4,23,6,79,0,2
high,1,4,23,6,74,0,2
high,1,4,23,6,80,0,2
high,1,4,23,1,1,0,-3
high,1,4,23,1,2,0,-3
high,1,4,23,1,3,0,-3
high,1,4,23,1,3,0,-3
