resources,replicate,timeStepBacteria,bacteriaIsolate,bacteriaPhen,timeStepPhage,phageIsolate,phagePhen,infection
high,5,1,2,2,4,2,21,0
high,5,1,2,2,4,3,22,0
high,5,1,2,2,4,4,23,0
high,5,1,2,2,4,5,24,0
high,5,1,2,2,4,6,13,0
high,5,1,2,2,4,7,16,0
high,5,1,2,2,4,8,13,0
high,5,1,2,2,4,9,13,0
high,5,1,2,2,4,10,16,0
high,5,1,2,2,4,11,1,0
high,5,1,2,2,4,12,1,0
high,5,1,2,2,4,13,1,0
high,5,1,2,2,4,14,1,0
high,5,1,2,2,4,15,3,0
high,5,1,2,2,4,16,1,0
high,5,1,2,2,4,17,3,0
high,5,1,2,2,4,18,3,0
high,5,1,2,2,4,19,3,0
high,5,1,2,2,4,20,3,0
high,5,1,2,2,5,1,14,0
high,5,1,2,2,5,2,14,0
high,5,1,2,2,5,3,14,0
high,5,1,2,2,5,4,14,0
high,5,1,2,2,5,5,25,0
high,5,1,2,2,5,6,25,0
high,5,1,2,2,5,7,25,0
high,5,1,2,2,5,8,14,0
high,5,1,2,2,5,9,14,0
high,5,1,2,2,5,10,25,0
high,5,1,2,2,5,11,25,0
high,5,1,2,2,5,12,25,0
high,5,1,2,2,5,13,14,0
high,5,1,2,2,5,14,14,0
high,5,1,2,2,5,15,14,0
high,5,1,2,2,5,16,14,0
high,5,1,2,2,5,17,14,0
high,5,1,2,2,5,18,14,0
high,5,1,2,2,5,19,14,0
high,5,1,2,2,5,20,25,0
high,5,1,2,2,6,1,26,
high,5,1,2,2,6,2,26,
high,5,1,2,2,6,3,26,
high,5,1,2,2,6,4,26,
high,5,1,2,2,6,5,26,
high,5,1,2,2,6,6,26,
high,5,1,2,2,6,7,26,
high,5,1,2,2,6,8,26,
high,5,1,2,2,6,9,26,
high,5,1,2,2,6,10,26,
high,5,1,2,2,6,11,26,
high,5,1,2,2,6,12,26,
high,5,1,2,2,6,13,26,
high,5,1,2,2,6,14,26,
high,5,1,2,2,6,15,26,
high,5,1,2,2,6,16,26,
high,5,1,2,2,6,17,26,
high,5,1,2,2,6,18,26,
high,5,1,2,2,6,19,26,
high,5,1,2,2,6,20,26,
high,5,1,3,3,1,1,1,1
high,5,1,3,3,1,2,2,1
high,5,1,3,3,1,3,2,1
high,5,1,3,3,1,4,1,1
high,5,1,3,3,1,5,1,1
high,5,1,3,3,1,6,2,1
high,5,1,3,3,1,7,2,1
high,5,1,3,3,1,8,2,1
high,5,1,3,3,1,9,3,1
high,5,1,3,3,1,10,1,1
high,5,1,3,3,1,11,4,1
high,5,1,3,3,1,12,5,1
high,5,1,3,3,1,13,4,1
high,5,1,3,3,1,14,6,1
high,5,1,3,3,1,15,5,1
high,5,1,3,3,1,16,5,1
high,5,1,3,3,1,17,5,1
high,5,1,3,3,1,18,5,1
high,5,1,3,3,1,19,4,1
high,5,1,3,3,1,20,4,1
high,5,1,3,3,2,1,7,1
high,5,1,3,3,2,2,8,1
high,5,1,3,3,2,3,8,1
high,5,1,3,3,2,4,3,1
high,5,1,3,3,2,5,8,1
high,5,1,3,3,2,6,3,1
high,5,1,3,3,2,7,3,1
high,5,1,3,3,2,8,3,1
high,5,1,3,3,2,9,3,1
high,5,1,3,3,2,10,1,1
high,5,1,3,3,2,11,9,1
high,5,1,3,3,2,12,10,1
high,5,1,3,3,2,13,8,1
high,5,1,3,3,2,14,11,1
high,5,1,3,3,2,15,5,1
high,5,1,3,3,2,16,12,1
high,5,1,3,3,2,17,7,1
high,5,1,3,3,2,18,2,1
high,5,1,3,3,2,19,7,1
high,5,1,3,3,2,20,3,1
high,5,1,3,3,3,1,13,1
high,5,1,3,3,3,2,14,1
high,5,1,3,3,3,3,14,1
high,5,1,3,3,3,4,13,1
high,5,1,3,3,3,5,14,1
high,5,1,3,3,3,6,15,1
high,5,1,3,3,3,7,13,1
high,5,1,3,3,3,8,16,1
high,5,1,3,3,3,9,17,1
high,5,1,3,3,3,10,16,1
high,5,1,3,3,3,11,13,1
high,5,1,3,3,3,12,18,1
high,5,1,3,3,3,13,19,1
high,5,1,3,3,3,14,20,1
high,5,1,3,3,3,15,14,1
high,5,1,3,3,3,16,14,1
high,5,1,3,3,3,17,13,1
high,5,1,3,3,3,18,14,1
high,5,1,3,3,3,19,14,1
high,5,1,3,3,3,20,13,1
high,5,1,3,3,4,1,3,1
high,5,1,3,3,4,2,21,1
high,5,1,3,3,4,3,22,1
high,5,1,3,3,4,4,23,1
high,5,1,3,3,4,5,24,1
high,5,1,3,3,4,6,13,1
high,5,1,3,3,4,7,16,1
high,5,1,3,3,4,8,13,1
high,5,1,3,3,4,9,13,1
high,5,1,3,3,4,10,16,1
high,5,1,3,3,4,11,1,1
high,5,1,3,3,4,12,1,1
high,5,1,3,3,4,13,1,1
high,5,1,3,3,4,14,1,1
high,5,1,3,3,4,15,3,1
high,5,1,3,3,4,16,1,1
high,5,1,3,3,4,17,3,1
high,5,1,3,3,4,18,3,1
high,5,1,3,3,4,19,3,1
high,5,1,3,3,4,20,3,1
high,5,1,3,3,5,1,14,1
high,5,1,3,3,5,2,14,1
high,5,1,3,3,5,3,14,1
high,5,1,3,3,5,4,14,1
high,5,1,3,3,5,5,25,1
high,5,1,3,3,5,6,25,1
high,5,1,3,3,5,7,25,1
high,5,1,3,3,5,8,14,1
high,5,1,3,3,5,9,14,1
high,5,1,3,3,5,10,25,1
high,5,1,3,3,5,11,25,1
high,5,1,3,3,5,12,25,1
high,5,1,3,3,5,13,14,1
high,5,1,3,3,5,14,14,1
high,5,1,3,3,5,15,14,1
high,5,1,3,3,5,16,14,1
high,5,1,3,3,5,17,14,1
high,5,1,3,3,5,18,14,1
high,5,1,3,3,5,19,14,1
high,5,1,3,3,5,20,25,1
high,5,1,3,3,6,1,26,
high,5,1,3,3,6,2,26,
high,5,1,3,3,6,3,26,
high,5,1,3,3,6,4,26,
high,5,1,3,3,6,5,26,
high,5,1,3,3,6,6,26,
high,5,1,3,3,6,7,26,
high,5,1,3,3,6,8,26,
high,5,1,3,3,6,9,26,
high,5,1,3,3,6,10,26,
high,5,1,3,3,6,11,26,
high,5,1,3,3,6,12,26,
high,5,1,3,3,6,13,26,
high,5,1,3,3,6,14,26,
high,5,1,3,3,6,15,26,
high,5,1,3,3,6,16,26,
high,5,1,3,3,6,17,26,
high,5,1,3,3,6,18,26,
high,5,1,3,3,6,19,26,
high,5,1,3,3,6,20,26,
high,5,1,4,3,1,1,1,1
high,5,1,4,3,1,2,2,1
high,5,1,4,3,1,3,2,1
high,5,1,4,3,1,4,1,1
high,5,1,4,3,1,5,1,1
high,5,1,4,3,1,6,2,1
high,5,1,4,3,1,7,2,1
high,5,1,4,3,1,8,2,1
high,5,1,4,3,1,9,3,1
high,5,1,4,3,1,10,1,1
high,5,1,4,3,1,11,4,1
high,5,1,4,3,1,12,5,1
high,5,1,4,3,1,13,4,1
high,5,1,4,3,1,14,6,1
high,5,1,4,3,1,15,5,1
high,5,1,4,3,1,16,5,1
high,5,1,4,3,1,17,5,1
high,5,1,4,3,1,18,5,1
high,5,1,4,3,1,19,4,1
high,5,1,4,3,1,20,4,1
high,5,1,4,3,2,1,7,1
high,5,1,4,3,2,2,8,1
high,5,1,4,3,2,3,8,1
high,5,1,4,3,2,4,3,1
high,5,1,4,3,2,5,8,1
high,5,1,4,3,2,6,3,1
high,5,1,4,3,2,7,3,1
high,5,1,4,3,2,8,3,1
high,5,1,4,3,2,9,3,1
high,5,1,4,3,2,10,1,1
high,5,1,4,3,2,11,9,1
high,5,1,4,3,2,12,10,1
high,5,1,4,3,2,13,8,1
high,5,1,4,3,2,14,11,1
high,5,1,4,3,2,15,5,1
high,5,1,4,3,2,16,12,1
high,5,1,4,3,2,17,7,1
high,5,1,4,3,2,18,2,1
high,5,1,4,3,2,19,7,1
high,5,1,4,3,2,20,3,1
high,5,1,4,3,3,1,13,1
high,5,1,4,3,3,2,14,1
high,5,1,4,3,3,3,14,1
high,5,1,4,3,3,4,13,1
high,5,1,4,3,3,5,14,1
high,5,1,4,3,3,6,15,1
high,5,1,4,3,3,7,13,1
high,5,1,4,3,3,8,16,1
high,5,1,4,3,3,9,17,1
high,5,1,4,3,3,10,16,1
high,5,1,4,3,3,11,13,1
high,5,1,4,3,3,12,18,1
high,5,1,4,3,3,13,19,1
high,5,1,4,3,3,14,20,1
high,5,1,4,3,3,15,14,1
high,5,1,4,3,3,16,14,1
high,5,1,4,3,3,17,13,1
high,5,1,4,3,3,18,14,1
high,5,1,4,3,3,19,14,1
high,5,1,4,3,3,20,13,1
high,5,1,4,3,4,1,3,1
high,5,1,4,3,4,2,21,1
high,5,1,4,3,4,3,22,1
high,5,1,4,3,4,4,23,1
high,5,1,4,3,4,5,24,1
high,5,1,4,3,4,6,13,1
high,5,1,4,3,4,7,16,1
high,5,1,4,3,4,8,13,1
high,5,1,4,3,4,9,13,1
high,5,1,4,3,4,10,16,1
high,5,1,4,3,4,11,1,1
high,5,1,4,3,4,12,1,1
high,5,1,4,3,4,13,1,1
high,5,1,4,3,4,14,1,1
high,5,1,4,3,4,15,3,1
high,5,1,4,3,4,16,1,1
high,5,1,4,3,4,17,3,1
high,5,1,4,3,4,18,3,1
high,5,1,4,3,4,19,3,1
high,5,1,4,3,4,20,3,1
high,5,1,4,3,5,1,14,1
high,5,1,4,3,5,2,14,1
high,5,1,4,3,5,3,14,1
high,5,1,4,3,5,4,14,1
high,5,1,4,3,5,5,25,1
high,5,1,4,3,5,6,25,1
high,5,1,4,3,5,7,25,1
high,5,1,4,3,5,8,14,1
high,5,1,4,3,5,9,14,1
high,5,1,4,3,5,10,25,1
high,5,1,4,3,5,11,25,1
high,5,1,4,3,5,12,25,1
high,5,1,4,3,5,13,14,1
high,5,1,4,3,5,14,14,1
high,5,1,4,3,5,15,14,1
high,5,1,4,3,5,16,14,1
high,5,1,4,3,5,17,14,1
high,5,1,4,3,5,18,14,1
high,5,1,4,3,5,19,14,1
high,5,1,4,3,5,20,25,1
high,5,1,4,3,6,1,26,
high,5,1,4,3,6,2,26,
high,5,1,4,3,6,3,26,
high,5,1,4,3,6,4,26,
high,5,1,4,3,6,5,26,
high,5,1,4,3,6,6,26,
high,5,1,4,3,6,7,26,
high,5,1,4,3,6,8,26,
high,5,1,4,3,6,9,26,
high,5,1,4,3,6,10,26,
high,5,1,4,3,6,11,26,
high,5,1,4,3,6,12,26,
high,5,1,4,3,6,13,26,
high,5,1,4,3,6,14,26,
high,5,1,4,3,6,15,26,
high,5,1,4,3,6,16,26,
high,5,1,4,3,6,17,26,
high,5,1,4,3,6,18,26,
high,5,1,4,3,6,19,26,
high,5,1,4,3,6,20,26,
high,5,1,5,4,1,1,1,0
high,5,1,5,4,1,2,2,0
high,5,1,5,4,1,3,2,0
high,5,1,5,4,1,4,1,0
high,5,1,5,4,1,5,1,0
high,5,1,5,4,1,6,2,0
high,5,1,5,4,1,7,2,0
high,5,1,5,4,1,8,2,0
high,5,1,5,4,1,9,3,0
high,5,1,5,4,1,10,1,0
high,5,1,5,4,1,11,4,0
high,5,1,5,4,1,12,5,0
high,5,1,5,4,1,13,4,0
high,5,1,5,4,1,14,6,0
high,5,1,5,4,1,15,5,0
high,5,1,5,4,1,16,5,0
high,5,1,5,4,1,17,5,0
high,5,1,5,4,1,18,5,0
high,5,1,5,4,1,19,4,0
high,5,1,5,4,1,20,4,0
high,5,1,5,4,2,1,7,0
high,5,1,5,4,2,2,8,0
high,5,1,5,4,2,3,8,0
high,5,1,5,4,2,4,3,0
high,5,1,5,4,2,5,8,0
high,5,1,5,4,2,6,3,0
high,5,1,5,4,2,7,3,0
high,5,1,5,4,2,8,3,0
high,5,1,5,4,2,9,3,0
high,5,1,5,4,2,10,1,0
high,5,1,5,4,2,11,9,0
high,5,1,5,4,2,12,10,0
high,5,1,5,4,2,13,8,0
high,5,1,5,4,2,14,11,0
high,5,1,5,4,2,15,5,0
high,5,1,5,4,2,16,12,0
high,5,1,5,4,2,17,7,0
high,5,1,5,4,2,18,2,0
high,5,1,5,4,2,19,7,0
high,5,1,5,4,2,20,3,0
high,5,1,5,4,3,1,13,0
high,5,1,5,4,3,2,14,0
high,5,1,5,4,3,3,14,0
high,5,1,5,4,3,4,13,0
high,5,1,5,4,3,5,14,0
high,5,1,5,4,3,6,15,0
high,5,1,5,4,3,7,13,0
high,5,1,5,4,3,8,16,0
high,5,1,5,4,3,9,17,0
high,5,1,5,4,3,10,16,0
high,5,1,5,4,3,11,13,0
high,5,1,5,4,3,12,18,0
high,5,1,5,4,3,13,19,0
high,5,1,5,4,3,14,20,1
high,5,1,5,4,3,15,14,0
high,5,1,5,4,3,16,14,0
high,5,1,5,4,3,17,13,0
high,5,1,5,4,3,18,14,0
high,5,1,5,4,3,19,14,0
high,5,1,5,4,3,20,13,0
high,5,1,5,4,4,1,3,0
high,5,1,5,4,4,2,21,1
high,5,1,5,4,4,3,22,1
high,5,1,5,4,4,4,23,1
high,5,1,5,4,4,5,24,0
high,5,1,5,4,4,6,13,0
high,5,1,5,4,4,7,16,0
high,5,1,5,4,4,8,13,0
high,5,1,5,4,4,9,13,0
high,5,1,5,4,4,10,16,0
high,5,1,5,4,4,11,1,0
high,5,1,5,4,4,12,1,0
high,5,1,5,4,4,13,1,0
high,5,1,5,4,4,14,1,0
high,5,1,5,4,4,15,3,0
high,5,1,5,4,4,16,1,0
high,5,1,5,4,4,17,3,0
high,5,1,5,4,4,18,3,0
high,5,1,5,4,4,19,3,0
high,5,1,5,4,4,20,3,0
high,5,1,5,4,5,1,14,0
high,5,1,5,4,5,2,14,0
high,5,1,5,4,5,3,14,0
high,5,1,5,4,5,4,14,0
high,5,1,5,4,5,5,25,1
high,5,1,5,4,5,6,25,1
high,5,1,5,4,5,7,25,1
high,5,1,5,4,5,8,14,0
high,5,1,5,4,5,9,14,0
high,5,1,5,4,5,10,25,1
high,5,1,5,4,5,11,25,1
high,5,1,5,4,5,12,25,1
high,5,1,5,4,5,13,14,0
high,5,1,5,4,5,14,14,0
high,5,1,5,4,5,15,14,0
high,5,1,5,4,5,16,14,0
high,5,1,5,4,5,17,14,0
high,5,1,5,4,5,18,14,0
high,5,1,5,4,5,19,14,0
high,5,1,5,4,5,20,25,1
high,5,1,5,4,6,1,26,
high,5,1,5,4,6,2,26,
high,5,1,5,4,6,3,26,
high,5,1,5,4,6,4,26,
high,5,1,5,4,6,5,26,
high,5,1,5,4,6,6,26,
high,5,1,5,4,6,7,26,
high,5,1,5,4,6,8,26,
high,5,1,5,4,6,9,26,
high,5,1,5,4,6,10,26,
high,5,1,5,4,6,11,26,
high,5,1,5,4,6,12,26,
high,5,1,5,4,6,13,26,
high,5,1,5,4,6,14,26,
high,5,1,5,4,6,15,26,
high,5,1,5,4,6,16,26,
high,5,1,5,4,6,17,26,
high,5,1,5,4,6,18,26,
high,5,1,5,4,6,19,26,
high,5,1,5,4,6,20,26,
high,5,1,6,5,1,1,1,1
high,5,1,6,5,1,2,2,1
high,5,1,6,5,1,3,2,1
high,5,1,6,5,1,4,1,1
high,5,1,6,5,1,5,1,1
high,5,1,6,5,1,6,2,1
high,5,1,6,5,1,7,2,1
high,5,1,6,5,1,8,2,1
high,5,1,6,5,1,9,3,1
high,5,1,6,5,1,10,1,1
high,5,1,6,5,1,11,4,1
high,5,1,6,5,1,12,5,1
high,5,1,6,5,1,13,4,1
high,5,1,6,5,1,14,6,1
high,5,1,6,5,1,15,5,1
high,5,1,6,5,1,16,5,1
high,5,1,6,5,1,17,5,1
high,5,1,6,5,1,18,5,1
high,5,1,6,5,1,19,4,1
high,5,1,6,5,1,20,4,1
high,5,1,6,5,2,1,7,1
high,5,1,6,5,2,2,8,1
high,5,1,6,5,2,3,8,1
high,5,1,6,5,2,4,3,1
high,5,1,6,5,2,5,8,1
high,5,1,6,5,2,6,3,1
high,5,1,6,5,2,7,3,1
high,5,1,6,5,2,8,3,1
high,5,1,6,5,2,9,3,1
high,5,1,6,5,2,10,1,1
high,5,1,6,5,2,11,9,1
high,5,1,6,5,2,12,10,1
high,5,1,6,5,2,13,8,1
high,5,1,6,5,2,14,11,1
high,5,1,6,5,2,15,5,1
high,5,1,6,5,2,16,12,1
high,5,1,6,5,2,17,7,1
high,5,1,6,5,2,18,2,1
high,5,1,6,5,2,19,7,1
high,5,1,6,5,2,20,3,1
high,5,1,6,5,3,1,13,0
high,5,1,6,5,3,2,14,0
high,5,1,6,5,3,3,14,0
high,5,1,6,5,3,4,13,0
high,5,1,6,5,3,5,14,0
high,5,1,6,5,3,6,15,1
high,5,1,6,5,3,7,13,0
high,5,1,6,5,3,8,16,0
high,5,1,6,5,3,9,17,0
high,5,1,6,5,3,10,16,0
high,5,1,6,5,3,11,13,0
high,5,1,6,5,3,12,18,1
high,5,1,6,5,3,13,19,1
high,5,1,6,5,3,14,20,1
high,5,1,6,5,3,15,14,0
high,5,1,6,5,3,16,14,0
high,5,1,6,5,3,17,13,0
high,5,1,6,5,3,18,14,0
high,5,1,6,5,3,19,14,0
high,5,1,6,5,3,20,13,0
high,5,1,6,5,4,1,3,1
high,5,1,6,5,4,2,21,1
high,5,1,6,5,4,3,22,1
high,5,1,6,5,4,4,23,1
high,5,1,6,5,4,5,24,0
high,5,1,6,5,4,6,13,0
high,5,1,6,5,4,7,16,0
high,5,1,6,5,4,8,13,0
high,5,1,6,5,4,9,13,0
high,5,1,6,5,4,10,16,0
high,5,1,6,5,4,11,1,1
high,5,1,6,5,4,12,1,1
high,5,1,6,5,4,13,1,1
high,5,1,6,5,4,14,1,1
high,5,1,6,5,4,15,3,1
high,5,1,6,5,4,16,1,1
high,5,1,6,5,4,17,3,1
high,5,1,6,5,4,18,3,1
high,5,1,6,5,4,19,3,1
high,5,1,6,5,4,20,3,1
high,5,1,6,5,5,1,14,0
high,5,1,6,5,5,2,14,0
high,5,1,6,5,5,3,14,0
high,5,1,6,5,5,4,14,0
high,5,1,6,5,5,5,25,1
high,5,1,6,5,5,6,25,1
high,5,1,6,5,5,7,25,1
high,5,1,6,5,5,8,14,0
high,5,1,6,5,5,9,14,0
high,5,1,6,5,5,10,25,1
high,5,1,6,5,5,11,25,1
high,5,1,6,5,5,12,25,1
high,5,1,6,5,5,13,14,0
high,5,1,6,5,5,14,14,0
high,5,1,6,5,5,15,14,0
high,5,1,6,5,5,16,14,0
high,5,1,6,5,5,17,14,0
high,5,1,6,5,5,18,14,0
high,5,1,6,5,5,19,14,0
high,5,1,6,5,5,20,25,1
high,5,1,6,5,6,1,26,
high,5,1,6,5,6,2,26,
high,5,1,6,5,6,3,26,
high,5,1,6,5,6,4,26,
high,5,1,6,5,6,5,26,
high,5,1,6,5,6,6,26,
high,5,1,6,5,6,7,26,
high,5,1,6,5,6,8,26,
high,5,1,6,5,6,9,26,
high,5,1,6,5,6,10,26,
high,5,1,6,5,6,11,26,
high,5,1,6,5,6,12,26,
high,5,1,6,5,6,13,26,
high,5,1,6,5,6,14,26,
high,5,1,6,5,6,15,26,
high,5,1,6,5,6,16,26,
high,5,1,6,5,6,17,26,
high,5,1,6,5,6,18,26,
high,5,1,6,5,6,19,26,
high,5,1,6,5,6,20,26,
high,5,1,7,6,1,1,1,0
high,5,1,7,6,1,2,2,1
high,5,1,7,6,1,3,2,1
high,5,1,7,6,1,4,1,0
high,5,1,7,6,1,5,1,0
high,5,1,7,6,1,6,2,1
high,5,1,7,6,1,7,2,1
high,5,1,7,6,1,8,2,1
high,5,1,7,6,1,9,3,0
high,5,1,7,6,1,10,1,0
high,5,1,7,6,1,11,4,0
high,5,1,7,6,1,12,5,1
high,5,1,7,6,1,13,4,0
high,5,1,7,6,1,14,6,1
high,5,1,7,6,1,15,5,1
high,5,1,7,6,1,16,5,1
high,5,1,7,6,1,17,5,1
high,5,1,7,6,1,18,5,1
high,5,1,7,6,1,19,4,0
high,5,1,7,6,1,20,4,0
high,5,1,7,6,2,1,7,1
high,5,1,7,6,2,2,8,0
high,5,1,7,6,2,3,8,0
high,5,1,7,6,2,4,3,0
high,5,1,7,6,2,5,8,0
high,5,1,7,6,2,6,3,0
high,5,1,7,6,2,7,3,0
high,5,1,7,6,2,8,3,0
high,5,1,7,6,2,9,3,0
high,5,1,7,6,2,10,1,0
high,5,1,7,6,2,11,9,1
high,5,1,7,6,2,12,10,1
high,5,1,7,6,2,13,8,0
high,5,1,7,6,2,14,11,1
high,5,1,7,6,2,15,5,1
high,5,1,7,6,2,16,12,1
high,5,1,7,6,2,17,7,1
high,5,1,7,6,2,18,2,1
high,5,1,7,6,2,19,7,1
high,5,1,7,6,2,20,3,0
high,5,1,7,6,3,1,13,0
high,5,1,7,6,3,2,14,0
high,5,1,7,6,3,3,14,0
high,5,1,7,6,3,4,13,0
high,5,1,7,6,3,5,14,0
high,5,1,7,6,3,6,15,0
high,5,1,7,6,3,7,13,0
high,5,1,7,6,3,8,16,0
high,5,1,7,6,3,9,17,1
high,5,1,7,6,3,10,16,0
high,5,1,7,6,3,11,13,0
high,5,1,7,6,3,12,18,0
high,5,1,7,6,3,13,19,0
high,5,1,7,6,3,14,20,1
high,5,1,7,6,3,15,14,0
high,5,1,7,6,3,16,14,0
high,5,1,7,6,3,17,13,0
high,5,1,7,6,3,18,14,0
high,5,1,7,6,3,19,14,0
high,5,1,7,6,3,20,13,0
high,5,1,7,6,4,1,3,0
high,5,1,7,6,4,2,21,1
high,5,1,7,6,4,3,22,1
high,5,1,7,6,4,4,23,1
high,5,1,7,6,4,5,24,1
high,5,1,7,6,4,6,13,0
high,5,1,7,6,4,7,16,0
high,5,1,7,6,4,8,13,0
high,5,1,7,6,4,9,13,0
high,5,1,7,6,4,10,16,0
high,5,1,7,6,4,11,1,0
high,5,1,7,6,4,12,1,0
high,5,1,7,6,4,13,1,0
high,5,1,7,6,4,14,1,0
high,5,1,7,6,4,15,3,0
high,5,1,7,6,4,16,1,0
high,5,1,7,6,4,17,3,0
high,5,1,7,6,4,18,3,0
high,5,1,7,6,4,19,3,0
high,5,1,7,6,4,20,3,0
high,5,1,7,6,5,1,14,0
high,5,1,7,6,5,2,14,0
high,5,1,7,6,5,3,14,0
high,5,1,7,6,5,4,14,0
high,5,1,7,6,5,5,25,1
high,5,1,7,6,5,6,25,1
high,5,1,7,6,5,7,25,1
high,5,1,7,6,5,8,14,0
high,5,1,7,6,5,9,14,0
high,5,1,7,6,5,10,25,1
high,5,1,7,6,5,11,25,1
high,5,1,7,6,5,12,25,1
high,5,1,7,6,5,13,14,0
high,5,1,7,6,5,14,14,0
high,5,1,7,6,5,15,14,0
high,5,1,7,6,5,16,14,0
high,5,1,7,6,5,17,14,0
high,5,1,7,6,5,18,14,0
high,5,1,7,6,5,19,14,0
high,5,1,7,6,5,20,25,1
high,5,1,7,6,6,1,26,
high,5,1,7,6,6,2,26,
high,5,1,7,6,6,3,26,
high,5,1,7,6,6,4,26,
high,5,1,7,6,6,5,26,
high,5,1,7,6,6,6,26,
high,5,1,7,6,6,7,26,
high,5,1,7,6,6,8,26,
high,5,1,7,6,6,9,26,
high,5,1,7,6,6,10,26,
high,5,1,7,6,6,11,26,
high,5,1,7,6,6,12,26,
high,5,1,7,6,6,13,26,
high,5,1,7,6,6,14,26,
high,5,1,7,6,6,15,26,
high,5,1,7,6,6,16,26,
high,5,1,7,6,6,17,26,
high,5,1,7,6,6,18,26,
high,5,1,7,6,6,19,26,
high,5,1,7,6,6,20,26,
high,5,1,8,7,1,1,1,1
high,5,1,8,7,1,2,2,1
high,5,1,8,7,1,3,2,1
high,5,1,8,7,1,4,1,1
high,5,1,8,7,1,5,1,1
high,5,1,8,7,1,6,2,1
high,5,1,8,7,1,7,2,1
high,5,1,8,7,1,8,2,1
high,5,1,8,7,1,9,3,0
high,5,1,8,7,1,10,1,1
high,5,1,8,7,1,11,4,1
high,5,1,8,7,1,12,5,1
high,5,1,8,7,1,13,4,1
high,5,1,8,7,1,14,6,1
high,5,1,8,7,1,15,5,1
high,5,1,8,7,1,16,5,1
high,5,1,8,7,1,17,5,1
high,5,1,8,7,1,18,5,1
high,5,1,8,7,1,19,4,1
high,5,1,8,7,1,20,4,1
high,5,1,8,7,2,1,7,0
high,5,1,8,7,2,2,8,0
high,5,1,8,7,2,3,8,0
high,5,1,8,7,2,4,3,0
high,5,1,8,7,2,5,8,0
high,5,1,8,7,2,6,3,0
high,5,1,8,7,2,7,3,0
high,5,1,8,7,2,8,3,0
high,5,1,8,7,2,9,3,0
high,5,1,8,7,2,10,1,1
high,5,1,8,7,2,11,9,1
high,5,1,8,7,2,12,10,1
high,5,1,8,7,2,13,8,0
high,5,1,8,7,2,14,11,0
high,5,1,8,7,2,15,5,1
high,5,1,8,7,2,16,12,1
high,5,1,8,7,2,17,7,0
high,5,1,8,7,2,18,2,1
high,5,1,8,7,2,19,7,0
high,5,1,8,7,2,20,3,0
high,5,1,8,7,3,1,13,0
high,5,1,8,7,3,2,14,0
high,5,1,8,7,3,3,14,0
high,5,1,8,7,3,4,13,0
high,5,1,8,7,3,5,14,0
high,5,1,8,7,3,6,15,0
high,5,1,8,7,3,7,13,0
high,5,1,8,7,3,8,16,1
high,5,1,8,7,3,9,17,0
high,5,1,8,7,3,10,16,1
high,5,1,8,7,3,11,13,0
high,5,1,8,7,3,12,18,0
high,5,1,8,7,3,13,19,0
high,5,1,8,7,3,14,20,1
high,5,1,8,7,3,15,14,0
high,5,1,8,7,3,16,14,0
high,5,1,8,7,3,17,13,0
high,5,1,8,7,3,18,14,0
high,5,1,8,7,3,19,14,0
high,5,1,8,7,3,20,13,0
high,5,1,8,7,4,1,3,0
high,5,1,8,7,4,2,21,1
high,5,1,8,7,4,3,22,1
high,5,1,8,7,4,4,23,1
high,5,1,8,7,4,5,24,1
high,5,1,8,7,4,6,13,0
high,5,1,8,7,4,7,16,1
high,5,1,8,7,4,8,13,0
high,5,1,8,7,4,9,13,0
high,5,1,8,7,4,10,16,1
high,5,1,8,7,4,11,1,1
high,5,1,8,7,4,12,1,1
high,5,1,8,7,4,13,1,1
high,5,1,8,7,4,14,1,1
high,5,1,8,7,4,15,3,0
high,5,1,8,7,4,16,1,1
high,5,1,8,7,4,17,3,0
high,5,1,8,7,4,18,3,0
high,5,1,8,7,4,19,3,0
high,5,1,8,7,4,20,3,0
high,5,1,8,7,5,1,14,0
high,5,1,8,7,5,2,14,0
high,5,1,8,7,5,3,14,0
high,5,1,8,7,5,4,14,0
high,5,1,8,7,5,5,25,1
high,5,1,8,7,5,6,25,1
high,5,1,8,7,5,7,25,1
high,5,1,8,7,5,8,14,0
high,5,1,8,7,5,9,14,0
high,5,1,8,7,5,10,25,1
high,5,1,8,7,5,11,25,1
high,5,1,8,7,5,12,25,1
high,5,1,8,7,5,13,14,0
high,5,1,8,7,5,14,14,0
high,5,1,8,7,5,15,14,0
high,5,1,8,7,5,16,14,0
high,5,1,8,7,5,17,14,0
high,5,1,8,7,5,18,14,0
high,5,1,8,7,5,19,14,0
high,5,1,8,7,5,20,25,1
high,5,1,8,7,6,1,26,
high,5,1,8,7,6,2,26,
high,5,1,8,7,6,3,26,
high,5,1,8,7,6,4,26,
high,5,1,8,7,6,5,26,
high,5,1,8,7,6,6,26,
high,5,1,8,7,6,7,26,
high,5,1,8,7,6,8,26,
high,5,1,8,7,6,9,26,
high,5,1,8,7,6,10,26,
high,5,1,8,7,6,11,26,
high,5,1,8,7,6,12,26,
high,5,1,8,7,6,13,26,
high,5,1,8,7,6,14,26,
high,5,1,8,7,6,15,26,
high,5,1,8,7,6,16,26,
high,5,1,8,7,6,17,26,
high,5,1,8,7,6,18,26,
high,5,1,8,7,6,19,26,
high,5,1,8,7,6,20,26,
high,5,1,9,8,1,1,1,0
high,5,1,9,8,1,2,2,0
high,5,1,9,8,1,3,2,0
