resources,replicate,timeStepBacteria,bacteriaIsolate,bacteriaPhen,timeStepPhage,phageIsolate,phagePhen,infection
low,1,1,1,1,1,1,1,1
low,1,1,1,1,1,2,2,1
low,1,1,1,1,1,3,3,1
low,1,1,1,1,1,4,4,1
low,1,1,1,1,1,5,5,1
low,1,1,1,1,1,6,6,1
low,1,1,1,1,1,7,7,1
low,1,1,1,1,1,8,8,1
low,1,1,1,1,1,9,9,1
low,1,1,1,1,1,10,10,1
low,1,1,1,1,1,11,11,1
low,1,1,1,1,1,12,12,1
low,1,1,1,1,1,13,8,1
low,1,1,1,1,1,14,13,1
low,1,1,1,1,1,15,14,1
low,1,1,1,1,1,16,15,1
low,1,1,1,1,1,17,16,1
low,1,1,1,1,1,18,17,1
low,1,1,1,1,1,19,18,1
low,1,1,1,1,1,20,19,1
low,1,1,1,1,2,1,20,1
low,1,1,1,1,2,2,21,1
low,1,1,1,1,2,3,22,1
low,1,1,1,1,2,4,23,1
low,1,1,1,1,2,5,24,1
low,1,1,1,1,2,6,25,1
low,1,1,1,1,2,7,26,1
low,1,1,1,1,2,8,27,1
low,1,1,1,1,2,9,28,1
low,1,1,1,1,2,10,29,1
low,1,1,1,1,2,11,30,1
low,1,1,1,1,2,12,31,1
low,1,1,1,1,2,13,32,1
low,1,1,1,1,2,14,33,1
low,1,1,1,1,2,15,34,1
low,1,1,1,1,2,16,35,1
low,1,1,1,1,2,17,36,1
low,1,1,1,1,2,18,37,1
low,1,1,1,1,2,19,38,1
low,1,1,1,1,2,20,39,1
low,1,1,1,1,3,1,40,1
low,1,1,1,1,3,2,41,1
low,1,1,1,1,3,3,42,1
low,1,1,1,1,3,4,43,1
low,1,1,1,1,3,5,44,1
low,1,1,1,1,3,6,45,0
low,1,1,1,1,3,7,46,1
low,1,1,1,1,3,8,47,0
low,1,1,1,1,3,9,48,0
low,1,1,1,1,3,10,49,1
low,1,1,1,1,3,11,50,1
low,1,1,1,1,3,12,51,1
low,1,1,1,1,3,13,52,1
low,1,1,1,1,3,14,53,1
low,1,1,1,1,3,15,54,1
low,1,1,1,1,3,16,55,1
low,1,1,1,1,3,17,56,0
low,1,1,1,1,3,18,57,1
low,1,1,1,1,3,19,58,1
low,1,1,1,1,3,20,59,1
low,1,1,1,1,4,1,60,1
low,1,1,1,1,4,2,61,0
low,1,1,1,1,4,3,62,0
low,1,1,1,1,4,4,60,1
low,1,1,1,1,4,5,63,0
low,1,1,1,1,4,6,64,0
low,1,1,1,1,4,7,65,0
low,1,1,1,1,4,8,62,0
low,1,1,1,1,4,9,66,0
low,1,1,1,1,4,10,67,0
low,1,1,1,1,4,11,66,0
low,1,1,1,1,4,12,68,0
low,1,1,1,1,4,13,69,0
low,1,1,1,1,4,14,70,0
low,1,1,1,1,4,15,71,0
low,1,1,1,1,4,16,72,1
low,1,1,1,1,4,17,73,0
low,1,1,1,1,4,18,74,1
low,1,1,1,1,4,19,66,0
low,1,1,1,1,4,20,66,0
low,1,1,1,1,5,1,66,0
low,1,1,1,1,5,2,66,0
low,1,1,1,1,5,3,66,0
low,1,1,1,1,5,4,66,0
low,1,1,1,1,5,5,66,0
low,1,1,1,1,5,6,66,0
low,1,1,1,1,5,7,66,0
low,1,1,1,1,5,8,66,0
low,1,1,1,1,5,9,66,0
low,1,1,1,1,5,10,66,0
low,1,1,1,1,5,11,66,0
low,1,1,1,1,5,12,66,0
low,1,1,1,1,5,13,66,0
low,1,1,1,1,5,14,66,0
low,1,1,1,1,5,15,66,0
low,1,1,1,1,5,16,66,0
low,1,1,1,1,5,17,66,0
low,1,1,1,1,5,18,66,0
low,1,1,1,1,5,19,66,0
low,1,1,1,1,5,20,75,0
low,1,1,1,1,6,1,76,0
low,1,1,1,1,6,2,77,0
low,1,1,1,1,6,3,76,0
low,1,1,1,1,6,4,78,1
low,1,1,1,1,6,5,76,0
low,1,1,1,1,6,6,76,0
low,1,1,1,1,6,7,79,0
low,1,1,1,1,6,8,66,0
low,1,1,1,1,6,9,66,0
low,1,1,1,1,6,10,66,0
low,1,1,1,1,6,11,66,0
low,1,1,1,1,6,12,66,0
low,1,1,1,1,6,13,66,0
low,1,1,1,1,6,14,66,0
low,1,1,1,1,6,15,66,0
low,1,1,1,1,6,16,66,0
low,1,1,1,1,6,17,66,0
low,1,1,1,1,6,18,66,0
low,1,1,1,1,6,19,66,0
low,1,1,1,1,6,20,66,0
low,1,1,2,1,1,1,1,1
low,1,1,2,1,1,2,2,1
low,1,1,2,1,1,3,3,1
low,1,1,2,1,1,4,4,1
low,1,1,2,1,1,5,5,1
low,1,1,2,1,1,6,6,1
low,1,1,2,1,1,7,7,1
low,1,1,2,1,1,8,8,1
low,1,1,2,1,1,9,9,1
low,1,1,2,1,1,10,10,1
low,1,1,2,1,1,11,11,1
low,1,1,2,1,1,12,12,1
low,1,1,2,1,1,13,8,1
low,1,1,2,1,1,14,13,1
low,1,1,2,1,1,15,14,1
low,1,1,2,1,1,16,15,1
low,1,1,2,1,1,17,16,1
low,1,1,2,1,1,18,17,1
low,1,1,2,1,1,19,18,1
low,1,1,2,1,1,20,19,1
low,1,1,2,1,2,1,20,1
low,1,1,2,1,2,2,21,1
low,1,1,2,1,2,3,22,1
low,1,1,2,1,2,4,23,1
low,1,1,2,1,2,5,24,1
low,1,1,2,1,2,6,25,1
low,1,1,2,1,2,7,26,1
low,1,1,2,1,2,8,27,1
low,1,1,2,1,2,9,28,1
low,1,1,2,1,2,10,29,1
low,1,1,2,1,2,11,30,1
low,1,1,2,1,2,12,31,1
low,1,1,2,1,2,13,32,1
low,1,1,2,1,2,14,33,1
low,1,1,2,1,2,15,34,1
low,1,1,2,1,2,16,35,1
low,1,1,2,1,2,17,36,1
low,1,1,2,1,2,18,37,1
low,1,1,2,1,2,19,38,1
low,1,1,2,1,2,20,39,1
low,1,1,2,1,3,1,40,1
low,1,1,2,1,3,2,41,1
low,1,1,2,1,3,3,42,1
low,1,1,2,1,3,4,43,1
low,1,1,2,1,3,5,44,1
low,1,1,2,1,3,6,45,0
low,1,1,2,1,3,7,46,1
low,1,1,2,1,3,8,47,0
low,1,1,2,1,3,9,48,0
low,1,1,2,1,3,10,49,1
low,1,1,2,1,3,11,50,1
low,1,1,2,1,3,12,51,1
low,1,1,2,1,3,13,52,1
low,1,1,2,1,3,14,53,1
low,1,1,2,1,3,15,54,1
low,1,1,2,1,3,16,55,1
low,1,1,2,1,3,17,56,0
low,1,1,2,1,3,18,57,1
low,1,1,2,1,3,19,58,1
low,1,1,2,1,3,20,59,1
low,1,1,2,1,4,1,60,1
low,1,1,2,1,4,2,61,0
low,1,1,2,1,4,3,62,0
low,1,1,2,1,4,4,60,1
low,1,1,2,1,4,5,63,0
low,1,1,2,1,4,6,64,0
low,1,1,2,1,4,7,65,0
low,1,1,2,1,4,8,62,0
low,1,1,2,1,4,9,66,0
low,1,1,2,1,4,10,67,0
low,1,1,2,1,4,11,66,0
low,1,1,2,1,4,12,68,0
low,1,1,2,1,4,13,69,0
low,1,1,2,1,4,14,70,0
low,1,1,2,1,4,15,71,0
low,1,1,2,1,4,16,72,1
low,1,1,2,1,4,17,73,0
low,1,1,2,1,4,18,74,1
low,1,1,2,1,4,19,66,0
low,1,1,2,1,4,20,66,0
low,1,1,2,1,5,1,66,0
low,1,1,2,1,5,2,66,0
low,1,1,2,1,5,3,66,0
low,1,1,2,1,5,4,66,0
low,1,1,2,1,5,5,66,0
low,1,1,2,1,5,6,66,0
low,1,1,2,1,5,7,66,0
low,1,1,2,1,5,8,66,0
low,1,1,2,1,5,9,66,0
low,1,1,2,1,5,10,66,0
low,1,1,2,1,5,11,66,0
low,1,1,2,1,5,12,66,0
low,1,1,2,1,5,13,66,0
low,1,1,2,1,5,14,66,0
low,1,1,2,1,5,15,66,0
low,1,1,2,1,5,16,66,0
low,1,1,2,1,5,17,66,0
low,1,1,2,1,5,18,66,0
low,1,1,2,1,5,19,66,0
low,1,1,2,1,5,20,75,0
low,1,1,2,1,6,1,76,0
low,1,1,2,1,6,2,77,0
low,1,1,2,1,6,3,76,0
low,1,1,2,1,6,4,78,1
low,1,1,2,1,6,5,76,0
low,1,1,2,1,6,6,76,0
low,1,1,2,1,6,7,79,0
low,1,1,2,1,6,8,66,0
low,1,1,2,1,6,9,66,0
low,1,1,2,1,6,10,66,0
low,1,1,2,1,6,11,66,0
low,1,1,2,1,6,12,66,0
low,1,1,2,1,6,13,66,0
low,1,1,2,1,6,14,66,0
low,1,1,2,1,6,15,66,0
low,1,1,2,1,6,16,66,0
low,1,1,2,1,6,17,66,0
low,1,1,2,1,6,18,66,0
low,1,1,2,1,6,19,66,0
low,1,1,2,1,6,20,66,0
low,1,1,3,1,1,1,1,1
low,1,1,3,1,1,2,2,1
low,1,1,3,1,1,3,3,1
low,1,1,3,1,1,4,4,1
low,1,1,3,1,1,5,5,1
low,1,1,3,1,1,6,6,1
low,1,1,3,1,1,7,7,1
low,1,1,3,1,1,8,8,1
low,1,1,3,1,1,9,9,1
low,1,1,3,1,1,10,10,1
low,1,1,3,1,1,11,11,1
low,1,1,3,1,1,12,12,1
low,1,1,3,1,1,13,8,1
low,1,1,3,1,1,14,13,1
low,1,1,3,1,1,15,14,1
low,1,1,3,1,1,16,15,1
low,1,1,3,1,1,17,16,1
low,1,1,3,1,1,18,17,1
low,1,1,3,1,1,19,18,1
low,1,1,3,1,1,20,19,1
low,1,1,3,1,2,1,20,1
low,1,1,3,1,2,2,21,1
low,1,1,3,1,2,3,22,1
low,1,1,3,1,2,4,23,1
low,1,1,3,1,2,5,24,1
low,1,1,3,1,2,6,25,1
low,1,1,3,1,2,7,26,1
low,1,1,3,1,2,8,27,1
low,1,1,3,1,2,9,28,1
low,1,1,3,1,2,10,29,1
low,1,1,3,1,2,11,30,1
low,1,1,3,1,2,12,31,1
low,1,1,3,1,2,13,32,1
low,1,1,3,1,2,14,33,1
low,1,1,3,1,2,15,34,1
low,1,1,3,1,2,16,35,1
low,1,1,3,1,2,17,36,1
low,1,1,3,1,2,18,37,1
low,1,1,3,1,2,19,38,1
low,1,1,3,1,2,20,39,1
low,1,1,3,1,3,1,40,1
low,1,1,3,1,3,2,41,1
low,1,1,3,1,3,3,42,1
low,1,1,3,1,3,4,43,1
low,1,1,3,1,3,5,44,1
low,1,1,3,1,3,6,45,0
low,1,1,3,1,3,7,46,1
low,1,1,3,1,3,8,47,0
low,1,1,3,1,3,9,48,0
low,1,1,3,1,3,10,49,1
low,1,1,3,1,3,11,50,1
low,1,1,3,1,3,12,51,1
low,1,1,3,1,3,13,52,1
low,1,1,3,1,3,14,53,1
low,1,1,3,1,3,15,54,1
low,1,1,3,1,3,16,55,1
low,1,1,3,1,3,17,56,0
low,1,1,3,1,3,18,57,1
low,1,1,3,1,3,19,58,1
low,1,1,3,1,3,20,59,1
low,1,1,3,1,4,1,60,1
low,1,1,3,1,4,2,61,0
low,1,1,3,1,4,3,62,0
low,1,1,3,1,4,4,60,1
low,1,1,3,1,4,5,63,0
low,1,1,3,1,4,6,64,0
low,1,1,3,1,4,7,65,0
low,1,1,3,1,4,8,62,0
low,1,1,3,1,4,9,66,0
low,1,1,3,1,4,10,67,0
low,1,1,3,1,4,11,66,0
low,1,1,3,1,4,12,68,0
low,1,1,3,1,4,13,69,0
low,1,1,3,1,4,14,70,0
low,1,1,3,1,4,15,71,0
low,1,1,3,1,4,16,72,1
low,1,1,3,1,4,17,73,0
low,1,1,3,1,4,18,74,1
low,1,1,3,1,4,19,66,0
low,1,1,3,1,4,20,66,0
low,1,1,3,1,5,1,66,0
low,1,1,3,1,5,2,66,0
low,1,1,3,1,5,3,66,0
low,1,1,3,1,5,4,66,0
low,1,1,3,1,5,5,66,0
low,1,1,3,1,5,6,66,0
low,1,1,3,1,5,7,66,0
low,1,1,3,1,5,8,66,0
low,1,1,3,1,5,9,66,0
low,1,1,3,1,5,10,66,0
low,1,1,3,1,5,11,66,0
low,1,1,3,1,5,12,66,0
low,1,1,3,1,5,13,66,0
low,1,1,3,1,5,14,66,0
low,1,1,3,1,5,15,66,0
low,1,1,3,1,5,16,66,0
low,1,1,3,1,5,17,66,0
low,1,1,3,1,5,18,66,0
low,1,1,3,1,5,19,66,0
low,1,1,3,1,5,20,75,0
low,1,1,3,1,6,1,76,0
low,1,1,3,1,6,2,77,0
low,1,1,3,1,6,3,76,0
low,1,1,3,1,6,4,78,1
low,1,1,3,1,6,5,76,0
low,1,1,3,1,6,6,76,0
low,1,1,3,1,6,7,79,0
low,1,1,3,1,6,8,66,0
low,1,1,3,1,6,9,66,0
low,1,1,3,1,6,10,66,0
low,1,1,3,1,6,11,66,0
low,1,1,3,1,6,12,66,0
low,1,1,3,1,6,13,66,0
low,1,1,3,1,6,14,66,0
low,1,1,3,1,6,15,66,0
low,1,1,3,1,6,16,66,0
low,1,1,3,1,6,17,66,0
low,1,1,3,1,6,18,66,0
low,1,1,3,1,6,19,66,0
low,1,1,3,1,6,20,66,0
low,1,1,4,1,1,1,1,1
low,1,1,4,1,1,2,2,1
low,1,1,4,1,1,3,3,1
low,1,1,4,1,1,4,4,1
low,1,1,4,1,1,5,5,1
low,1,1,4,1,1,6,6,1
low,1,1,4,1,1,7,7,1
low,1,1,4,1,1,8,8,1
low,1,1,4,1,1,9,9,1
low,1,1,4,1,1,10,10,1
low,1,1,4,1,1,11,11,1
low,1,1,4,1,1,12,12,1
low,1,1,4,1,1,13,8,1
low,1,1,4,1,1,14,13,1
low,1,1,4,1,1,15,14,1
low,1,1,4,1,1,16,15,1
low,1,1,4,1,1,17,16,1
low,1,1,4,1,1,18,17,1
low,1,1,4,1,1,19,18,1
low,1,1,4,1,1,20,19,1
low,1,1,4,1,2,1,20,1
low,1,1,4,1,2,2,21,1
low,1,1,4,1,2,3,22,1
low,1,1,4,1,2,4,23,1
low,1,1,4,1,2,5,24,1
low,1,1,4,1,2,6,25,1
low,1,1,4,1,2,7,26,1
low,1,1,4,1,2,8,27,1
low,1,1,4,1,2,9,28,1
low,1,1,4,1,2,10,29,1
low,1,1,4,1,2,11,30,1
low,1,1,4,1,2,12,31,1
low,1,1,4,1,2,13,32,1
low,1,1,4,1,2,14,33,1
low,1,1,4,1,2,15,34,1
low,1,1,4,1,2,16,35,1
low,1,1,4,1,2,17,36,1
low,1,1,4,1,2,18,37,1
low,1,1,4,1,2,19,38,1
low,1,1,4,1,2,20,39,1
low,1,1,4,1,3,1,40,1
low,1,1,4,1,3,2,41,1
low,1,1,4,1,3,3,42,1
low,1,1,4,1,3,4,43,1
low,1,1,4,1,3,5,44,1
low,1,1,4,1,3,6,45,0
low,1,1,4,1,3,7,46,1
low,1,1,4,1,3,8,47,0
low,1,1,4,1,3,9,48,0
low,1,1,4,1,3,10,49,1
low,1,1,4,1,3,11,50,1
low,1,1,4,1,3,12,51,1
low,1,1,4,1,3,13,52,1
low,1,1,4,1,3,14,53,1
low,1,1,4,1,3,15,54,1
low,1,1,4,1,3,16,55,1
low,1,1,4,1,3,17,56,0
low,1,1,4,1,3,18,57,1
low,1,1,4,1,3,19,58,1
low,1,1,4,1,3,20,59,1
low,1,1,4,1,4,1,60,1
low,1,1,4,1,4,2,61,0
low,1,1,4,1,4,3,62,0
low,1,1,4,1,4,4,60,1
low,1,1,4,1,4,5,63,0
low,1,1,4,1,4,6,64,0
low,1,1,4,1,4,7,65,0
low,1,1,4,1,4,8,62,0
low,1,1,4,1,4,9,66,0
low,1,1,4,1,4,10,67,0
low,1,1,4,1,4,11,66,0
low,1,1,4,1,4,12,68,0
low,1,1,4,1,4,13,69,0
low,1,1,4,1,4,14,70,0
low,1,1,4,1,4,15,71,0
low,1,1,4,1,4,16,72,1
low,1,1,4,1,4,17,73,0
low,1,1,4,1,4,18,74,1
low,1,1,4,1,4,19,66,0
low,1,1,4,1,4,20,66,0
low,1,1,4,1,5,1,66,0
low,1,1,4,1,5,2,66,0
low,1,1,4,1,5,3,66,0
low,1,1,4,1,5,4,66,0
low,1,1,4,1,5,5,66,0
low,1,1,4,1,5,6,66,0
low,1,1,4,1,5,7,66,0
low,1,1,4,1,5,8,66,0
low,1,1,4,1,5,9,66,0
low,1,1,4,1,5,10,66,0
low,1,1,4,1,5,11,66,0
low,1,1,4,1,5,12,66,0
low,1,1,4,1,5,13,66,0
low,1,1,4,1,5,14,66,0
low,1,1,4,1,5,15,66,0
low,1,1,4,1,5,16,66,0
low,1,1,4,1,5,17,66,0
low,1,1,4,1,5,18,66,0
low,1,1,4,1,5,19,66,0
low,1,1,4,1,5,20,75,0
low,1,1,4,1,6,1,76,0
low,1,1,4,1,6,2,77,0
low,1,1,4,1,6,3,76,0
low,1,1,4,1,6,4,78,1
low,1,1,4,1,6,5,76,0
low,1,1,4,1,6,6,76,0
low,1,1,4,1,6,7,79,0
low,1,1,4,1,6,8,66,0
low,1,1,4,1,6,9,66,0
low,1,1,4,1,6,10,66,0
low,1,1,4,1,6,11,66,0
low,1,1,4,1,6,12,66,0
low,1,1,4,1,6,13,66,0
low,1,1,4,1,6,14,66,0
low,1,1,4,1,6,15,66,0
low,1,1,4,1,6,16,66,0
low,1,1,4,1,6,17,66,0
low,1,1,4,1,6,18,66,0
low,1,1,4,1,6,19,66,0
low,1,1,4,1,6,20,66,0
low,1,1,5,1,1,1,1,1
low,1,1,5,1,1,2,2,1
low,1,1,5,1,1,3,3,1
low,1,1,5,1,1,4,4,1
low,1,1,5,1,1,5,5,1
low,1,1,5,1,1,6,6,1
low,1,1,5,1,1,7,7,1
low,1,1,5,1,1,8,8,1
low,1,1,5,1,1,9,9,1
low,1,1,5,1,1,10,10,1
low,1,1,5,1,1,11,11,1
low,1,1,5,1,1,12,12,1
low,1,1,5,1,1,13,8,1
low,1,1,5,1,1,14,13,1
low,1,1,5,1,1,15,14,1
low,1,1,5,1,1,16,15,1
low,1,1,5,1,1,17,16,1
low,1,1,5,1,1,18,17,1
low,1,1,5,1,1,19,18,1
low,1,1,5,1,1,20,19,1
low,1,1,5,1,2,1,20,1
low,1,1,5,1,2,2,21,1
low,1,1,5,1,2,3,22,1
low,1,1,5,1,2,4,23,1
low,1,1,5,1,2,5,24,1
low,1,1,5,1,2,6,25,1
low,1,1,5,1,2,7,26,1
low,1,1,5,1,2,8,27,1
low,1,1,5,1,2,9,28,1
low,1,1,5,1,2,10,29,1
low,1,1,5,1,2,11,30,1
low,1,1,5,1,2,12,31,1
low,1,1,5,1,2,13,32,1
low,1,1,5,1,2,14,33,1
low,1,1,5,1,2,15,34,1
low,1,1,5,1,2,16,35,1
low,1,1,5,1,2,17,36,1
low,1,1,5,1,2,18,37,1
low,1,1,5,1,2,19,38,1
low,1,1,5,1,2,20,39,1
low,1,1,5,1,3,1,40,1
low,1,1,5,1,3,2,41,1
low,1,1,5,1,3,3,42,1
low,1,1,5,1,3,4,43,1
low,1,1,5,1,3,5,44,1
low,1,1,5,1,3,6,45,0
low,1,1,5,1,3,7,46,1
low,1,1,5,1,3,8,47,0
low,1,1,5,1,3,9,48,0
low,1,1,5,1,3,10,49,1
low,1,1,5,1,3,11,50,1
low,1,1,5,1,3,12,51,1
low,1,1,5,1,3,13,52,1
low,1,1,5,1,3,14,53,1
low,1,1,5,1,3,15,54,1
low,1,1,5,1,3,16,55,1
low,1,1,5,1,3,17,56,0
low,1,1,5,1,3,18,57,1
low,1,1,5,1,3,19,58,1
low,1,1,5,1,3,20,59,1
low,1,1,5,1,4,1,60,1
low,1,1,5,1,4,2,61,0
low,1,1,5,1,4,3,62,0
low,1,1,5,1,4,4,60,1
low,1,1,5,1,4,5,63,0
low,1,1,5,1,4,6,64,0
low,1,1,5,1,4,7,65,0
low,1,1,5,1,4,8,62,0
low,1,1,5,1,4,9,66,0
low,1,1,5,1,4,10,67,0
low,1,1,5,1,4,11,66,0
low,1,1,5,1,4,12,68,0
low,1,1,5,1,4,13,69,0
low,1,1,5,1,4,14,70,0
low,1,1,5,1,4,15,71,0
low,1,1,5,1,4,16,72,1
low,1,1,5,1,4,17,73,0
low,1,1,5,1,4,18,74,1
low,1,1,5,1,4,19,66,0
low,1,1,5,1,4,20,66,0
low,1,1,5,1,5,1,66,0
low,1,1,5,1,5,2,66,0
low,1,1,5,1,5,3,66,0
low,1,1,5,1,5,4,66,0
low,1,1,5,1,5,5,66,0
low,1,1,5,1,5,6,66,0
low,1,1,5,1,5,7,66,0
low,1,1,5,1,5,8,66,0
low,1,1,5,1,5,9,66,0
low,1,1,5,1,5,10,66,0
low,1,1,5,1,5,11,66,0
low,1,1,5,1,5,12,66,0
low,1,1,5,1,5,13,66,0
low,1,1,5,1,5,14,66,0
low,1,1,5,1,5,15,66,0
low,1,1,5,1,5,16,66,0
low,1,1,5,1,5,17,66,0
low,1,1,5,1,5,18,66,0
low,1,1,5,1,5,19,66,0
low,1,1,5,1,5,20,75,0
low,1,1,5,1,6,1,76,0
low,1,1,5,1,6,2,77,0
low,1,1,5,1,6,3,76,0
low,1,1,5,1,6,4,78,1
low,1,1,5,1,6,5,76,0
low,1,1,5,1,6,6,76,0
low,1,1,5,1,6,7,79,0
low,1,1,5,1,6,8,66,0
low,1,1,5,1,6,9,66,0
low,1,1,5,1,6,10,66,0
low,1,1,5,1,6,11,66,0
low,1,1,5,1,6,12,66,0
low,1,1,5,1,6,13,66,0
low,1,1,5,1,6,14,66,0
low,1,1,5,1,6,15,66,0
low,1,1,5,1,6,16,66,0
low,1,1,5,1,6,17,66,0
low,1,1,5,1,6,18,66,0
low,1,1,5,1,6,19,66,0
low,1,1,5,1,6,20,66,0
low,1,1,6,1,1,1,1,1
low,1,1,6,1,1,2,2,1
low,1,1,6,1,1,3,3,1
low,1,1,6,1,1,4,4,1
low,1,1,6,1,1,5,5,1
low,1,1,6,1,1,6,6,1
low,1,1,6,1,1,7,7,1
low,1,1,6,1,1,8,8,1
low,1,1,6,1,1,9,9,1
low,1,1,6,1,1,10,10,1
low,1,1,6,1,1,11,11,1
low,1,1,6,1,1,12,12,1
low,1,1,6,1,1,13,8,1
low,1,1,6,1,1,14,13,1
low,1,1,6,1,1,15,14,1
low,1,1,6,1,1,16,15,1
low,1,1,6,1,1,17,16,1
low,1,1,6,1,1,18,17,1
low,1,1,6,1,1,19,18,1
low,1,1,6,1,1,20,19,1
low,1,1,6,1,2,1,20,1
low,1,1,6,1,2,2,21,1
low,1,1,6,1,2,3,22,1
low,1,1,6,1,2,4,23,1
low,1,1,6,1,2,5,24,1
low,1,1,6,1,2,6,25,1
low,1,1,6,1,2,7,26,1
low,1,1,6,1,2,8,27,1
low,1,1,6,1,2,9,28,1
low,1,1,6,1,2,10,29,1
low,1,1,6,1,2,11,30,1
low,1,1,6,1,2,12,31,1
low,1,1,6,1,2,13,32,1
low,1,1,6,1,2,14,33,1
low,1,1,6,1,2,15,34,1
low,1,1,6,1,2,16,35,1
low,1,1,6,1,2,17,36,1
low,1,1,6,1,2,18,37,1
low,1,1,6,1,2,19,38,1
low,1,1,6,1,2,20,39,1
low,1,1,6,1,3,1,40,1
low,1,1,6,1,3,2,41,1
low,1,1,6,1,3,3,42,1
low,1,1,6,1,3,4,43,1
low,1,1,6,1,3,5,44,1
low,1,1,6,1,3,6,45,0
low,1,1,6,1,3,7,46,1
low,1,1,6,1,3,8,47,0
low,1,1,6,1,3,9,48,0
low,1,1,6,1,3,10,49,1
low,1,1,6,1,3,11,50,1
low,1,1,6,1,3,12,51,1
low,1,1,6,1,3,13,52,1
low,1,1,6,1,3,14,53,1
low,1,1,6,1,3,15,54,1
low,1,1,6,1,3,16,55,1
low,1,1,6,1,3,17,56,0
low,1,1,6,1,3,18,57,1
low,1,1,6,1,3,19,58,1
low,1,1,6,1,3,20,59,1
low,1,1,6,1,4,1,60,1
low,1,1,6,1,4,2,61,0
low,1,1,6,1,4,3,62,0
low,1,1,6,1,4,4,60,1
low,1,1,6,1,4,5,63,0
low,1,1,6,1,4,6,64,0
low,1,1,6,1,4,7,65,0
low,1,1,6,1,4,8,62,0
low,1,1,6,1,4,9,66,0
low,1,1,6,1,4,10,67,0
low,1,1,6,1,4,11,66,0
low,1,1,6,1,4,12,68,0
low,1,1,6,1,4,13,69,0
low,1,1,6,1,4,14,70,0
low,1,1,6,1,4,15,71,0
low,1,1,6,1,4,16,72,1
low,1,1,6,1,4,17,73,0
low,1,1,6,1,4,18,74,1
low,1,1,6,1,4,19,66,0
low,1,1,6,1,4,20,66,0
low,1,1,6,1,5,1,66,0
low,1,1,6,1,5,2,66,0
low,1,1,6,1,5,3,66,0
low,1,1,6,1,5,4,66,0
low,1,1,6,1,5,5,66,0
low,1,1,6,1,5,6,66,0
low,1,1,6,1,5,7,66,0
low,1,1,6,1,5,8,66,0
low,1,1,6,1,5,9,66,0
low,1,1,6,1,5,10,66,0
low,1,1,6,1,5,11,66,0
low,1,1,6,1,5,12,66,0
low,1,1,6,1,5,13,66,0
low,1,1,6,1,5,14,66,0
low,1,1,6,1,5,15,66,0
low,1,1,6,1,5,16,66,0
low,1,1,6,1,5,17,66,0
low,1,1,6,1,5,18,66,0
low,1,1,6,1,5,19,66,0
low,1,1,6,1,5,20,75,0
low,1,1,6,1,6,1,76,0
low,1,1,6,1,6,2,77,0
low,1,1,6,1,6,3,76,0
low,1,1,6,1,6,4,78,1
low,1,1,6,1,6,5,76,0
low,1,1,6,1,6,6,76,0
low,1,1,6,1,6,7,79,0
low,1,1,6,1,6,8,66,0
low,1,1,6,1,6,9,66,0
low,1,1,6,1,6,10,66,0
low,1,1,6,1,6,11,66,0
low,1,1,6,1,6,12,66,0
low,1,1,6,1,6,13,66,0
low,1,1,6,1,6,14,66,0
low,1,1,6,1,6,15,66,0
low,1,1,6,1,6,16,66,0
low,1,1,6,1,6,17,66,0
low,1,1,6,1,6,18,66,0
low,1,1,6,1,6,19,66,0
low,1,1,6,1,6,20,66,0
low,1,1,7,2,1,1,1,0
low,1,1,7,2,1,2,2,1
low,1,1,7,2,1,3,3,0
low,1,1,7,2,1,4,4,1
low,1,1,7,2,1,5,5,0
low,1,1,7,2,1,6,6,0
low,1,1,7,2,1,7,7,1
low,1,1,7,2,1,8,8,0
low,1,1,7,2,1,9,9,0
low,1,1,7,2,1,10,10,0
low,1,1,7,2,1,11,11,0
low,1,1,7,2,1,12,12,0
low,1,1,7,2,1,13,8,0
low,1,1,7,2,1,14,13,0
low,1,1,7,2,1,15,14,0
low,1,1,7,2,1,16,15,0
low,1,1,7,2,1,17,16,1
low,1,1,7,2,1,18,17,0
low,1,1,7,2,1,19,18,0
low,1,1,7,2,1,20,19,0
low,1,1,7,2,2,1,20,0
low,1,1,7,2,2,2,21,0
low,1,1,7,2,2,3,22,0
low,1,1,7,2,2,4,23,0
low,1,1,7,2,2,5,24,0
low,1,1,7,2,2,6,25,0
low,1,1,7,2,2,7,26,0
low,1,1,7,2,2,8,27,0
low,1,1,7,2,2,9,28,0
low,1,1,7,2,2,10,29,0
low,1,1,7,2,2,11,30,0
low,1,1,7,2,2,12,31,0
low,1,1,7,2,2,13,32,0
low,1,1,7,2,2,14,33,0
low,1,1,7,2,2,15,34,0
low,1,1,7,2,2,16,35,0
low,1,1,7,2,2,17,36,0
low,1,1,7,2,2,18,37,0
low,1,1,7,2,2,19,38,0
low,1,1,7,2,2,20,39,0
low,1,1,7,2,3,1,40,0
low,1,1,7,2,3,2,41,0
low,1,1,7,2,3,3,42,0
low,1,1,7,2,3,4,43,0
low,1,1,7,2,3,5,44,0
low,1,1,7,2,3,6,45,0
low,1,1,7,2,3,7,46,1
low,1,1,7,2,3,8,47,1
low,1,1,7,2,3,9,48,1
low,1,1,7,2,3,10,49,0
low,1,1,7,2,3,11,50,0
low,1,1,7,2,3,12,51,0
low,1,1,7,2,3,13,52,1
low,1,1,7,2,3,14,53,1
